,stop_name,Ward_name
396,STEPHEN DR AT THE QUEENSWAY NORTH SIDE,Etobicoke-Lakeshore
397,STRACHAN AVE AT FLEET ST NORTH SIDE,Spadina-Fort York
398,STRACHAN AVE AT FLEET ST,Spadina-Fort York
399,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Don Valley West
400,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Don Valley West
401,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Don Valley West
402,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Don Valley West
403,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Don Valley West
404,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Don Valley West
405,TAPSCOTT RD AT FINCH AVE EAST NORTH SIDE,Scarborough North
406,TRANSIT RD AT WILSON AVE NORTH SIDE,York Centre
407,TRANSIT RD AT WILSON AVE,York Centre
408,TUSCAN GATE AT ST REGIS CRES (SOUTH),York Centre
409,VAUGHAN RD AT MAPLEWOOD AVE,Toronto-St. Paul's
410,VICTORIA PARK AVE AT CRAIGTON DR,Scarborough Centre
411,VICTORIA PARK AVE AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley East
412,VICTORIA PARK RD AT MCNICOLL AVE NORTH SIDE,Scarborough-Agincourt
413,VICTORIA PARK AVE AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Agincourt
414,VICTORIA PARK AVE AT SHEPPARD AVE EAST SOUTH SIDE,Don Valley North
415,WARDEN AVE AT DANFORTH RD SOUTH SIDE,Scarborough Southwest
416,WARDEN AVE AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Agincourt
417,WARDEN AVE AT STEELES AVE EAST NORTH SIDE,outside_wards
418,WARDEN AVE AT STEELES AVE EAST SOUTH SIDE,Scarborough-Agincourt
419,THE WEST MALL AT SHERWAY DR (TRILLIUM HEALTH CTR SOUTH STOP),Etobicoke-Lakeshore
420,THE WEST MALL AT QUEENSWAY SOUTH SIDE,Etobicoke-Lakeshore
421,WESTON RD AT ROGERS RD SOUTH SIDE,York South-Weston
422,WESTON RD AT BRADSTOCK RD,Humber River-Black Creek
423,WESTON RD AT EGLINTON AVE WEST SOUTH SIDE,York South-Weston
424,WESTON RD AT FINCH AVE WEST,Humber River-Black Creek
425,WESTON RD AT OAK ST NORTH SIDE,York South-Weston
426,WESTON RD AT ROGERS RD NORTH SIDE,York South-Weston
427,WHEELTRANS EXIT AT COMMISSIONERS ST,Toronto-Danforth
428,WICKSTEED AVE AT LAIRD DR,Don Valley West
429,WILSON AVE AT BILLY BISHOP WAY,York Centre
430,WILSON AVE AT KEELE ST EAST SIDE,York Centre
431,WILSON AVE AT KEELE ST,York Centre
432,WILSON AVE AT LADY YORK AVE,York Centre
433,OPPOSITE 675 WILSON AVE,York Centre
434,WILSON AVE AT TRANSIT RD WEST SIDE,York Centre
435,5800 YONGE ST,Willowdale
436,YONGE ST AT FRONT ST EAST NORTH SIDE,Toronto Centre
437,YONGE ST AT FRONT ST EAST,Toronto Centre
438,YONGE ST AT HEATH ST EAST,Toronto-St. Paul's
439,YONGE ST AT HENDON AVE (FINCH STATION),Willowdale
440,YONGE ST AT YORK MILLS RD,Don Valley West
441,YORK MILLS RD AT LESMILL RD WEST SIDE,Don Valley East
442,YORK MILLS RD AT SANDOVER DR (1222 YORK MILLS),Don Valley East
443,YORK MILLS RD AT YONGE ST EAST SIDE,Don Valley West
444,YORK MILLS RD AT YONGE ST,Don Valley West
445,YORK MILLS RD AT YORK RIDGE RD,Don Valley West
446,BLOOR ST WEST AT WILMAR RD,Etobicoke-Lakeshore
447,ST CLAIR AVE WEST AT COBALT AVE,York South-Weston
448,MARKHAM RD AT GREENCREST CIRCT NORTH SIDE,Scarborough-Guildwood
449,SCARLETT RD AT BERNICE CRES,York South-Weston
450,STEELES AVE EAST AT OPPOSITE WALKWAY TO WHITMAN ST,outside_wards
451,SENTINEL RD AT MURRAY ROSS PKWY SOUTH SIDE,Humber River-Black Creek
452,BERKELEY ST AT FRONT ST EAST SOUTH SIDE,Toronto Centre
453,VANDERHOOF AVE AT THOMAS ELGIE DR,Don Valley West
454,MIDLAND AVE AT DANFORTH RD,Scarborough Southwest
455,EGLINTON AVE WEST AT SCARLETT RD,Etobicoke Centre
456,CROW TRAIL AT BALDOON RD,Scarborough North
457,WARDEN AVE AT LUPIN DR,Scarborough Centre
458,OVERLEA BLVD AT WILLIAM MORGAN DR,Don Valley West
459,JONES AVE AT QUEEN ST EAST,Toronto-Danforth
460,BLOOR ST WEST AT PALMERSTON AVE,University-Rosedale
461,WILSON AVE AT JULIAN RD EAST SIDE (HUMBER RIVER HOSPITAL),York Centre
462,ST CLAIR AVE WEST AT MARIPOSA AVE,York South-Weston
463,STEELES AVE WEST AT SCHOLES RD/BARMAC DR,Humber River-Black Creek
464,YORK MILLS RD AT LESLIE ST WEST SIDE,Don Valley West
465,KING ST WEST AT SPENCER AVE,Parkdale-High Park
466,PHARMACY AVE AT SUNDRIDGE DR NORTH SIDE,Scarborough Southwest
467,VANDERHOOF AVE AT BRENTCLIFFE RD,Don Valley West
468,SPADINA RD AT ARDMORE RD,Toronto-St. Paul's
469,ORTON PARK RD AT LISA RD,Scarborough-Guildwood
470,THIRTIETH ST AT HORNER AVE SOUTH SIDE,Etobicoke-Lakeshore
471,STEELES AVE EAST AT BESTVIEW DR EAST SIDE,Don Valley North
472,KING ST WEST AT TECUMSETH ST,Spadina-Fort York
473,DUFFERIN ST AT GLENCAIRN AVE,Eglinton-Lawrence
474,BLOOR ST EAST AT PARLIAMENT ST,Toronto Centre
475,WILSON AVE AT WENDELL AVE,Humber River-Black Creek
476,LAWRENCE AVE EAST AT FORTUNE GATE EAST SIDE,Scarborough-Guildwood
477,LAWRENCE WEST STATION,Eglinton-Lawrence
478,KIPLING AVE AT WIDDICOMBE HILL BLVD,Etobicoke Centre
479,BRIMLEY RD AT WALKWAY TO MCCOOL CRT,Scarborough North
480,GERRARD ST EAST AT BOWMORE RD,Beaches-East York
481,HUNTINGWOOD DR AT DAVISBROOK BLVD,Scarborough-Agincourt
482,MORTIMER AVE AT COXWELL AVE (MICHAEL GARRON HOSPITAL),Toronto-Danforth
483,O'CONNOR DR AT DON MILLS RD WEST SIDE,Toronto-Danforth
484,DUNCAN MILL RD AT VALLEYBROOK DR,Don Valley East
485,LAWRENCE AVE EAST AT LESLIE ST WEST SIDE,Don Valley West
486,WILSON AVE AT YONGE ST,Eglinton-Lawrence
487,GERRARD ST EAST AT MARJORY AVE,Toronto-Danforth
488,FAYWOOD BLVD AT GOODWILL AVE,York Centre
489,KEELE ST AT FOUR WINDS DR,Humber River-Black Creek
490,EGLINTON AVE WEST AT ROYAL YORK RD EAST SIDE,Etobicoke Centre
491,ANGLESEY BLVD AT PINEHURST CRES NORTH SIDE,Etobicoke Centre
492,YORK GATE BLVD AT JANE ST,Humber River-Black Creek
493,DUPONT ST AT CHRISTIE ST,University-Rosedale
494,OPPOSITE 724 CALEDONIA RD,Eglinton-Lawrence
495,SHEPPARD AVE WEST AT NORTHWOOD PARK,York Centre
496,HARBORD ST AT SPADINA AVE,University-Rosedale
497,SOUTH SERVICE RD AT TRANSWAY CRES,Scarborough Southwest
498,RONCESVALLES AVE AT FERMANAGH AVE,Parkdale-High Park
499,SHEPPARD AVE WEST AT BATHURST ST EAST SIDE,York Centre
500,THORNCLIFFE PARK DR EAST AT OVERLEA BLVD,Don Valley West
501,PHARMACY AVE AT EGLINTON SQ (EAST ENTRANCE),Scarborough Southwest
502,DREWRY AVE AT YONGE ST,Willowdale
503,ATTWELL DR AT MCLACHLAN DR NORTH SIDE,Etobicoke North
504,MCCOWAN RD AT MELDAZY DR (NORTH),Scarborough Centre
505,WARDEN AVE AT CACHET PKWY (SOUTH),outside_wards
506,ELMHURST DR AT MUNCEY AVE,Etobicoke North
507,PHARMACY AVE AT DOLPHIN DR NORTH SIDE,Scarborough Southwest
508,KINGSTON RD AT VICTORIA PARK AVE,Scarborough Southwest
509,361 THE WEST MALL,Etobicoke Centre
510,ROYAL YORK RD AT BLOOR ST WEST,Etobicoke-Lakeshore
511,SHEPPARD AVE EAST AT KINGSTON RD NORTH SIDE,Scarborough-Rouge Park
512,ROYAL YORK RD AT MELROSE ST,Etobicoke-Lakeshore
513,125 MILNER AVE,Scarborough North
514,MARLEE AVE AT GLENCAIRN AVE,Eglinton-Lawrence
515,MCCOWAN RD AT DENISON ST,outside_wards
516,DON MILLS RD AT HAVENBROOK BLVD,Don Valley North
517,WARDEN AVE AT CARLTON RD,outside_wards
518,OVERLEA BLVD AT THORNCLIFFE PARK DR (WEST),Don Valley West
519,COLLEGE ST AT SPADINA AVE,University-Rosedale
520,MIDDLEFIELD RD AT WALKWAY TO BUCKHURST CRES,Scarborough North
521,KIPLING AVE AT EVANS AVE,Etobicoke-Lakeshore
522,MEADOWVALE RD AT GENERATION BLVD,Scarborough-Rouge Park
523,SHEPPARD AVE EAST AT SCUNTHORPE RD WEST SIDE,Scarborough North
524,BATHURST ST AT SHEPPARD AVE WEST,York Centre
525,JANE ST AT STONG CRT,Humber River-Black Creek
526,LESLIE ST AT MCNICOLL AVE,Don Valley North
527,ISLINGTON AVE AT FLETCHER PLACE,Etobicoke Centre
528,PROGRESS AVE AT BRIMLEY RD WEST SIDE,Scarborough Centre
529,GLENCAIRN AVE AT HAVEN RD,Eglinton-Lawrence
530,KIPLING AVE AT PENLEA AVE,Etobicoke North
531,WILSON AVE AT AVENUE RD,Eglinton-Lawrence
532,VARNA DR AT LAWRENCE AVE WEST NORTH SIDE,Eglinton-Lawrence
533,KINGSTON RD AT VICTORIA PARK AVE,Beaches-East York
534,QUEENS QUAY WEST AT BATHURST ST EAST SIDE BILLY BISHOP AIRPORT,Spadina-Fort York
535,SPADINA RD AT DUPONT ST (DUPONT STATION),University-Rosedale
536,FAYWOOD BLVD AT INVERMAY AVE,York Centre
537,BRIMLEY RD AT PITFIELD RD,Scarborough North
538,BELFIELD RD AT CITY VIEW DR,Etobicoke North
539,MILLWOOD RD AT SOUTHVALE DR,Don Valley West
540,CARLINGVIEW DR AT DISCO RD SOUTH SIDE,Etobicoke North
541,BARBER GREENE RD AT BROADPATH RD WEST SIDE,Don Valley East
542,COLLEGE ST AT DUFFERIN ST,Davenport
543,2395 BAYVIEW AVE (BOB RUMBALL CENTRE FOR THE DEAF),Don Valley West
544,THISTLE DOWN BLVD AT BENTWICK CRES (EAST),Etobicoke North
545,DANFORTH AVE AT CARLAW AVE,Toronto-Danforth
546,BIRCHMOUNT RD AT FERGUSON GATE,outside_wards
547,NORTH QUEEN ST AT INDEX RD,Etobicoke-Lakeshore
548,PROGRESS AVE AT COSENTINO DR,Scarborough Centre
549,MORNINGSIDE AVE AT TEFFT RD,Scarborough-Guildwood
550,VAN HORNE AVE AT HOUSTON CRES (WEST),Don Valley North
551,ISLINGTON AVE AT PRINCESS MARGARET BLVD SOUTH SIDE,Etobicoke Centre
552,DON MILLS RD AT GATEWAY BLVD (SOUTH) NORTH SIDE,Don Valley East
553,GRANTBROOK ST AT FINCH AVE WEST NORTH SIDE,Willowdale
554,PARK LAWN RD AT LAKE SHORE BLVD WEST,Etobicoke-Lakeshore
555,LANSDOWNE AVE AT BLOOR ST WEST,Davenport
556,DUNCAN MILL RD AT DON MILLS RD WEST SIDE,Don Valley East
557,DUNDAS ST WEST AT THE EAST MALL CRES WEST SIDE,Etobicoke-Lakeshore
558,PHARMACY AVE AT STAMFORD SQ,Scarborough Southwest
559,CHURCH ST AT ROSEMOUNT AVE,York South-Weston
560,DONLANDS AVE AT ELMSDALE RD,Toronto-Danforth
561,KIPLING AVE AT LAKE SHORE BLVD WEST,Etobicoke-Lakeshore
562,DUNDAS ST EAST AT RIVER ST,Toronto Centre
563,MIDLAND AVE AT HUNTINGWOOD DR,Scarborough-Agincourt
564,DUNDAS ST WEST AT DUFFERIN ST,Davenport
565,GUILDWOOD PKWY AT SCARCLIFF GARDENS,Scarborough-Guildwood
566,WARDEN AVE AT BAMBURGH CIR (SOUTH),Scarborough-Agincourt
567,HARBORD ST AT BRUNSWICK AVE,University-Rosedale
568,BATHURST ST AT QUEEN ST WEST,Spadina-Fort York
569,1765 WESTON RD,York South-Weston
570,QUEEN ST EAST AT CARROLL ST,Toronto-Danforth
571,BIRCHMOUNT RD AT WALKWAY TO RIVER GROVE DR,Scarborough-Agincourt
572,LAKE SHORE BLVD WEST AT THIRTY SEVENTH ST,Etobicoke-Lakeshore
573,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST),Etobicoke North
574,MORNINGSIDE AVE AT MORNINGSIDE PARK,Scarborough-Guildwood
575,NEILSON RD AT SEWELLS RD,Scarborough-Rouge Park
576,ROYALCREST RD AT MARTIN GROVE RD WEST SIDE,Etobicoke North
577,ROYAL YORK RD AT MIMICO AVE,Etobicoke-Lakeshore
578,MIDLAND AVE AT PARK ST,Scarborough Southwest
579,MCCOWAN RD AT SHEPPARD AVE EAST,Scarborough North
580,MILITARY TRAIL AT LASH CRT,Scarborough-Rouge Park
581,RENFORTH DR AT CONVAIR DR,Etobicoke North
582,WARDEN AVE AT FAIRFAX CRES,Scarborough Southwest
583,WINEVA AVE AT WILLIAMSON RD SOUTH SIDE,Beaches-East York
584,MCNICOLL AVE AT HUTCHCROFT AVE EAST SIDE,Scarborough North
585,1360 BIRCHMOUNT RD,Scarborough Centre
586,LAWRENCE AVE EAST AT OVERTURE RD WEST SIDE,Scarborough-Guildwood
587,SENTINEL RD AT FOUNTAINHEAD RD,Humber River-Black Creek
588,FINCH AVE EAST AT WALKWAY TO CHESTER LE BLVD,Scarborough-Agincourt
589,SHEPPARD AVE WEST AT BATHURST ST,York Centre
590,YORK MILLS RD AT HIGHLAND CRES,Don Valley West
591,170 NUGGET AVE,Scarborough North
592,BATHURST ST AT STEELES AVE WEST,outside_wards
593,SHEPPARD AVE WEST AT OAKDALE RD,Humber River-Black Creek
594,YONGE ST AT CUMMER AVE,Willowdale
595,MARTIN GROVE RD AT VULCAN ST SOUTH SIDE,Etobicoke North
596,WARDEN AVE AT ENTERPRISE BLVD,outside_wards
597,MOUNT CASTLE GATE AT STEELES AVE EAST,Scarborough-Agincourt
598,ELLESMERE RD AT MARKHAM RD,Scarborough-Guildwood
599,SHEPPARD AVE EAST AT MARIS SHEPWAY,Don Valley North
600,WARDEN AVE AT KINGSTON RD NORTH SIDE,Scarborough Southwest
601,LANSDOWNE AVE AT PATON RD,Davenport
602,AVENUE RD AT ROSELAWN AVE SOUTH SIDE,Eglinton-Lawrence
603,QUEEN ST WEST AT OHARA AVE,Parkdale-High Park
604,SCARLETT RD AT ALMA DR,Etobicoke Centre
605,RATHBURN RD AT KIPLING AVE WEST SIDE,Etobicoke Centre
606,RONCESVALLES AVE AT BOUSTEAD AVE SOUTH SIDE,Parkdale-High Park
607,JANE ST AT SHEPPARD AVE WEST,York Centre
608,FINCH AVE WEST AT YONGE ST (FINCH STATION),Willowdale
609,LAWRENCE AVE WEST AT ROYAL YORK RD EAST SIDE,Etobicoke Centre
610,151 NORFINCH DR,Humber River-Black Creek
611,BELLAMY RD NORTH AT LAWRENCE AVE EAST,Scarborough-Guildwood
612,JUDSON ST AT MAGNIFICENT RD,Etobicoke-Lakeshore
613,GERRARD ST EAST AT PRUST AVE,Toronto-Danforth
614,NEILSON RD AT TAPSCOTT RD,Scarborough North
615,LAWRENCE AVE WEST AT MARLEE AVE,Eglinton-Lawrence
616,JANE ST AT FALSTAFF AVE,York South-Weston
617,SENTINEL RD AT STILECROFT DR (NORTH),York Centre
618,COXWELL AVE AT DUNDAS ST EAST,Beaches-East York
619,MARLEE AVE AT WENDERLY DR SOUTH SIDE,Eglinton-Lawrence
620,9350 MARKHAM RD,outside_wards
621,SHEPPARD AVE WEST AT BUCKLAND RD,Humber River-Black Creek
622,ARLETA AVE AT GRANDRAVINE DR,Humber River-Black Creek
623,LAIRD DR AT KENRAE RD,Don Valley West
624,98 TORYORK DR,Humber River-Black Creek
625,JANE ST AT MILO PARK GATE,Humber River-Black Creek
626,SPADINA AVE AT DUNDAS ST WEST NORTH SIDE,University-Rosedale
627,WESTON RD AT GAYDON AVE,Humber River-Black Creek
628,BLOOR ST WEST AT JANE ST,Parkdale-High Park
629,BLOOR ST WEST AT RUNNYMEDE RD,Parkdale-High Park
630,LAWRENCE AVE EAST AT THE DONWAY EAST,Don Valley East
631,BATHURST ST AT ALLINGHAM GARDENS SOUTH SIDE,York Centre
632,BLOOR ST WEST AT CLENDENAN AVE,Parkdale-High Park
633,DAWES RD AT PARK VISTA,Beaches-East York
634,MORNINGVIEW TRAIL AT OLD FINCH AVE SOUTH SIDE,Scarborough-Rouge Park
635,DAVISVILLE AVE AT YONGE ST EAST SIDE,Toronto-St. Paul's
636,DOVERCOURT RD AT HALLAM ST,Davenport
637,PRINCE EDWARD DR SOUTH AT GLENADEN AVE EAST,Etobicoke-Lakeshore
638,SUTHERLAND DR AT BESSBOROUGH DR,Don Valley West
639,WESTON RD AT EGLINTON AVE WEST,York South-Weston
640,PHARMACY AVE AT ELLESMERE RD SOUTH SIDE,Scarborough Centre
641,PECKHAM AVE AT PLEASANT AVE SOUTH SIDE,Willowdale
642,ANGLESEY BLVD AT ROYAL YORK RD WEST SIDE,Etobicoke Centre
643,GLENCAIRN AVE AT BATHURST ST,Eglinton-Lawrence
644,KING ST EAST AT RIVER ST,Toronto Centre
645,KEELE ST AT VICTORY DR,York Centre
646,SEWELLS RD AT EMPRINGHAM DR,Scarborough-Rouge Park
647,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST) EAST SIDE,Etobicoke North
648,DON MILLS RD AT GODSTONE RD,Don Valley North
649,BATHURST ST AT SOUTHBOURNE AVE,York Centre
650,LESLIE ST AT DENLOW BLVD,Don Valley West
651,STEELES AVE EAST AT BIRCHMOUNT RD,outside_wards
652,WILSON AVE AT YONGE BLVD,Eglinton-Lawrence
653,WARDEN AVE AT IONSON BLVD,Scarborough Southwest
654,ISLINGTON AVE AT FAIRWAY RD,Etobicoke Centre
655,SHEPPARD AVE WEST AT ARROW RD WEST SIDE,Humber River-Black Creek
656,WILSON AVE AT FAYWOOD BLVD,York Centre
657,OSSINGTON AVE AT HEPBOURNE ST,Davenport
658,IRONSIDE CRES AT MCNICOLL AVE NORTH SIDE,Scarborough North
659,VICTORIA PARK AVE AT SLOANE AVE,Scarborough Centre
660,MCNICOLL AVE AT MYERS LANE,Don Valley North
661,SHEPPARD AVE EAST AT SHAUGHNESSY BLVD,Don Valley North
662,ISLINGTON AVE AT ROWNTREE MILL RD SOUTH SIDE,Humber River-Black Creek
663,CHURCH ST AT PINE ST,York South-Weston
664,1420 KENNEDY RD,Scarborough Centre
665,MARLEE AVE AT STAYNER AVE,Eglinton-Lawrence
666,KEELE ST AT ANNETTE ST,Parkdale-High Park
667,3200 PHARMACY AVE,Scarborough-Agincourt
668,BRIMLEY RD AT PROGRESS AVE,Scarborough Centre
669,JANE ST AT WEATHERELL ST SOUTH SIDE,Parkdale-High Park
670,PHARMACY AVE AT LAWRENCE AVE EAST,Scarborough Centre
671,WILSON AVE AT RIDLEY BLVD,Eglinton-Lawrence
672,WALSH AVE AT WESTON RD EAST SIDE,Humber River-Black Creek
673,QUEEN ST EAST AT GREENWOOD AVE,Toronto-Danforth
674,KINGSTON RD AT BIRCHCLIFF AVE,Scarborough Southwest
675,NORFINCH DR AT STEELES AVE WEST SOUTH SIDE,Humber River-Black Creek
676,OPPOSITE 100 ANTIBES DR,York Centre
677,VICTORIA PARK AVE AT HARE GATE,Don Valley North
678,DUNDAS ST WEST AT SORAUREN AVE,Parkdale-High Park
679,ROGERS RD AT DUFFERIN ST,Toronto-St. Paul's
680,PAPE AVE AT RIVERCOURT BLVD,Toronto-Danforth
681,PARLIAMENT ST AT CARLTON ST,Toronto Centre
682,LAWRENCE AVE WEST AT CHATSWORTH DR,Eglinton-Lawrence
683,WESTON RD AT FINCH AVE WEST SOUTH SIDE,Humber River-Black Creek
684,GERRARD ST EAST AT GLENMOUNT PARK RD,Beaches-East York
685,WARDEN AVE AT LOWCREST BLVD,Scarborough-Agincourt
686,WILSON AVE AT CLAYSON RD,Humber River-Black Creek
687,LAWRENCE AVE EAST AT FERN MEADOW RD,Scarborough-Rouge Park
688,CUMMER AVE AT SILVERVIEW DR,Willowdale
689,250 NORFINCH DR,Humber River-Black Creek
690,DUNDAS ST WEST AT SPADINA AVE,University-Rosedale
691,MIDLAND AVE AT EGLINTON AVE EAST,Scarborough Centre
692,DUNDAS ST WEST AT ISLINGTON AVE,Etobicoke Centre
693,CARLAW AVE AT COMMISSIONERS ST NORTH SIDE,Toronto-Danforth
694,BAYVIEW AVE AT RUTH AVE,Willowdale
695,STEELES AVE EAST AT FERRIER ST,outside_wards
696,YONGE ST AT MERTON ST NORTH SIDE,Toronto-St. Paul's
697,PARLIAMENT ST AT KING ST EAST,Toronto Centre
698,RONCESVALLES AVE AT BOUSTEAD AVE NORTH SIDE,Parkdale-High Park
699,HARBORD ST AT OSSINGTON AVE,University-Rosedale
700,SPADINA RD AT DUPONT ST (DUPONT STATION),University-Rosedale
701,166 NORFINCH DR,Humber River-Black Creek
702,GREENWOOD AVE AT QUEEN ST EAST NORTH SIDE,Toronto-Danforth
703,1150 FINCH AVE WEST,York Centre
704,ALBION RD AT HUMBERLINE DR EAST SIDE,Etobicoke North
705,LAKE SHORE BLVD WEST AT TWENTY EIGHTH ST,Etobicoke-Lakeshore
706,1290 DANFORTH RD,Scarborough Centre
707,100 NORFINCH DR,Humber River-Black Creek
708,MCCOWAN RD AT MIDDLEFIELD RD,Scarborough North
709,BATHURST ST AT LYONSGATE DR,York Centre
710,WESTHUMBER BLVD AT MARTIN GROVE RD EAST SIDE,Etobicoke North
711,SHEPPARD AVE EAST AT BAY MILLS BLVD,Scarborough-Agincourt
712,EGLINTON AVE WEST AT OLD FOREST HILL RD EAST SIDE,Toronto-St. Paul's
713,STEELES AVE EAST AT KENNEDY RD WEST SIDE,outside_wards
714,MCLEVIN AVE AT GREENSPIRE RD,Scarborough North
715,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,Scarborough Centre
716,VAUGHAN RD AT HUMEWOOD DR,Toronto-St. Paul's
717,STEELES AVE WEST AT ROSSDEAN DR,outside_wards
718,CHRISTIE ST AT YARMOUTH RD SOUTH SIDE,University-Rosedale
719,ISLINGTON AVE AT THE KINGSWAY,Etobicoke Centre
720,MARKHAM RD AT 16TH AVE,outside_wards
721,1051 MARTIN GROVE RD @ HIGHWAY 409,Etobicoke North
722,UPPER CANADA DR AT NORMANDALE CRES (WEST),Don Valley West
723,MORNINGSIDE AVE AT HALFWAY AVE,Scarborough-Rouge Park
724,SHEPPARD AVE WEST AT MIN AVE,York Centre
725,LESLIE ST AT SHEPPARD AVE EAST,Don Valley North
726,LAKE SHORE BLVD WEST AT TENTH ST,Etobicoke-Lakeshore
727,MCNICOLL AVE AT MORBANK DR,Scarborough-Agincourt
728,QUEEN ST EAST AT SARAH ASHBRIDGE AVE,Beaches-East York
729,BATHURST ST AT ELLERSLIE AVE NORTH SIDE,Willowdale
730,PARLIAMENT ST AT ADELAIDE ST EAST,Toronto Centre
731,CARLINGVIEW DR AT WORCESTER RD SOUTH SIDE,Etobicoke North
732,1245 DUPONT ST,Davenport
733,YONGE ST AT ELMWOOD AVE,Willowdale
734,ST CLAIR AVE EAST AT MAYBOURNE AVE,Scarborough Southwest
735,GERRARD ST EAST AT KINGSMOUNT PARK RD,Beaches-East York
736,FINCH AVE WEST AT KISKADEE DR,Etobicoke North
737,BATHURST ST AT MCALLISTER RD NORTH SIDE,York Centre
738,700 ARROW RD,Humber River-Black Creek
739,SHERBOURNE ST AT MAPLE AVE,University-Rosedale
740,636 FINCH AVE EAST (PLAZA),Don Valley North
741,CURITY AVE AT CRANFIELD RD,Beaches-East York
742,MOORE AVE AT LUMLEY AVE,Don Valley West
743,KEELE ST AT GLENLAKE AVE,Parkdale-High Park
744,DUFFERIN ST AT PRESTON RD SOUTH SIDE,Davenport
745,DREWRY AVE AT FAIRCHILD AVE,Willowdale
746,THE DONWAY EAST AT WINGREEN CRT SOUTH SIDE,Don Valley East
747,EGLINTON AVE EAST AT KINGSTON RD WEST SIDE,Scarborough-Guildwood
748,80 COSBURN AVE,Toronto-Danforth
749,COSBURN AVE AT GLEBEMOUNT AVE,Beaches-East York
750,ST CLAIR AVE EAST AT WELLAND AVE,University-Rosedale
751,44 KODIAK CRES,York Centre
752,CHRISTIE ST AT DUPONT ST,University-Rosedale
753,VARNA DR AT RANEE AVE SOUTH SIDE,Eglinton-Lawrence
754,SPADINA AVE AT SULLIVAN ST NORTH SIDE,Spadina-Fort York
755,KENNEDY RD AT LOVERING RD,Scarborough-Agincourt
756,BLOOR ST WEST AT THE EAST MALL,Etobicoke-Lakeshore
757,GREENWOOD AVE AT GERRARD ST EAST,Toronto-Danforth
758,HUMBERLINE DR AT CLAIREVILLE DR (NORTH),Etobicoke North
759,DOVERCOURT RD AT HALLAM ST,Davenport
760,GATEWAY BLVD AT SUNNY GLENWAY (WEST),Don Valley East
761,QUEENS QUAY WEST AT DAN LECKIE WAY WEST SIDE,Spadina-Fort York
762,OPPOSITE 2900 WARDEN AVE (BRIDLEWOOD MALL),Scarborough-Agincourt
763,NORFINCH DR AT WALKWAY TO SHOREHAM DR,Humber River-Black Creek
764,LAKE SHORE BLVD WEST AT MILES RD,Etobicoke-Lakeshore
765,QUEEN ST EAST AT PARLIAMENT ST,Toronto Centre
766,QUEEN ST EAST AT RIVER ST,Toronto Centre
767,WESTON RD AT CHURCH ST,York South-Weston
768,PLEASANT BLVD AT AVOCA AVE,Toronto-St. Paul's
769,SENLAC RD AT SHEPPARD AVE WEST,Willowdale
770,DON MILLS RD AT THE DONWAY EAST (NORTH),Don Valley East
771,PAPE AVE AT FLOYD AVE,Toronto-Danforth
772,ELLESMERE RD AT BIRCHMOUNT RD,Scarborough Centre
773,CALVINGTON DR AT DALRAITH RD EAST SIDE,York Centre
774,53 ST REGIS CRES (SOUTH),York Centre
775,ISLINGTON AVE AT AYLESBURY RD,Etobicoke Centre
776,COXWELL AVE AT SAMMON AVE,Beaches-East York
777,BARBER GREENE RD AT DON MILLS RD WEST SIDE,Don Valley East
778,GLENCAIRN AVE AT DALEMOUNT AVE,Eglinton-Lawrence
779,ISLINGTON AVE AT FAIRWAY RD NORTH SIDE,Etobicoke Centre
780,BRIMLEY RD AT FINCH AVE EAST,Scarborough North
781,1919 ALBION RD,Etobicoke North
782,SHEPPARD AVE WEST AT RIVALDA RD,Humber River-Black Creek
783,BATHURST ST AT LAWRENCE AVE WEST,Eglinton-Lawrence
784,DANFORTH AVE AT SIBLEY AVE,Beaches-East York
785,DUNDAS ST WEST AT WILLARD AVE WEST SIDE,Parkdale-High Park
786,OPPOSITE 15 FENMAR DR,Humber River-Black Creek
787,MIDDLEFIELD RD AT MCNICOLL AVE,Scarborough North
788,LAWRENCE AVE EAST AT HOWDEN RD,Scarborough Centre
789,DON MILLS RD AT GOODVIEW RD,Don Valley North
790,BRIMLEY RD SOUTH AT KINGSTON RD SOUTH SIDE,Scarborough Southwest
791,HUNTINGWOOD DR AT BRIMLEY RD,Scarborough North
792,SCARBOROUGH GOLF CLUB RD AT BRIMORTON DR,Scarborough-Guildwood
793,MIDLAND AVE AT KILCULLEN CASTLE GATE SOUTH SIDE,Scarborough-Agincourt
794,MILLWOOD RD AT VILLAGE STATION RD,Don Valley West
