,stop_name,Ward_name,zone_type
1578,SPADINA AVE AT HARBORD ST NORTH SIDE,University-Rosedale,not_defined
1579,DAWES RD AT GOODWOOD PARK CRT,Beaches-East York,not_defined
1580,MCCOWAN RD AT HOLLYHEDGE DR (NORTH) SOUTH SIDE,Scarborough Centre,Residential Detached
1581,BIRCHMOUNT RD AT VAUXHALL DR,Scarborough Centre,Commercial Local
1582,SHEPPARD AVE WEST AT WESTON RD,Humber River-Black Creek,Residential Detached
1583,MT PLEASANT RD AT SOUDAN AVE,Toronto-St. Paul's,Commercial Residential
1584,LESLIE ST AT FRANCINE DR,Don Valley North,Residential Detached
1585,FINCH AVE WEST AT MILADY RD,Humber River-Black Creek,Residential Apartment
1586,STEELES AVE EAST AT STRAWBERRY HILLS DR,Scarborough North,Residential Detached
1587,THE WESTWAY AT KIPLING AVE EAST SIDE,Etobicoke Centre,Residential Detached
1588,YONGE ST AT SHERWOOD AVE,Don Valley West,not_defined
1589,FINCH AVE WEST AT WESTON RD WEST SIDE,Humber River-Black Creek,Commercial Residential
1590,ALBION RD AT BANKFIELD DR SOUTH SIDE,Etobicoke North,not_defined
1591,WOODBINE AVE AT CASSELS AVE,Beaches-East York,Residential
1592,2900 WARDEN AVE (BRIDLEWOOD MALL),Scarborough-Agincourt,not_defined
1593,THE DONWAY WEST AT DON MILLS RD,Don Valley East,Residential Apartment
1594,LESLIE ST AT TALWOOD DR (SOUTH) SOUTH SIDE,Don Valley West,Residential Detached
1595,THISTLE DOWN BLVD AT KENHILL DR,Etobicoke North,Residential Detached
1596,CARRIER DR AT ALBION RD,Etobicoke North,Employment Industrial
1597,MIDDLEFIELD RD AT RICHMOND PARK BLVD,Scarborough North,Employment Industrial
1598,TAPSCOTT RD AT WASHBURN WAY,Scarborough North,not_defined
1599,161 BRIDGELAND AVE,Eglinton-Lawrence,not_defined
1600,FINCH AVE EAST AT MARKHAM RD,Scarborough North,not_defined
1601,VICTORIA PARK AVE AT TEMPO AVE,Don Valley North,not_defined
1602,546 THE WEST MALL,Etobicoke Centre,Residential Multiple
1603,BRIMLEY RD AT ST CLAIR AVE EAST,Scarborough Southwest,Residential Apartment
1604,BROADVIEW AVE AT MORTIMER AVE NORTH SIDE,Toronto-Danforth,Commercial Residential
1605,ROYWOOD DR AT FORTROSE CRES (EAST),Don Valley East,Residential Multiple
1606,QUEEN ST EAST AT YONGE ST (QUEEN STATION),Toronto Centre,Commercial Residential
1607,KING ST WEST AT NIAGARA ST,Spadina-Fort York,not_defined
1608,VICTORIA PARK AVE AT TERRAVIEW BLVD,Scarborough Centre,Residential Apartment
1609,1685 FINCH AVE WEST (ST WILFREDS SCHOOL),Humber River-Black Creek,not_defined
1610,BAYVIEW AVE AT POST RD NORTH SIDE,Don Valley West,Residential Detached
1611,BERRY RD AT BALLACAINE DR,Etobicoke-Lakeshore,Residential Detached
1612,QUEEN ST EAST AT CARLAW AVE,Toronto-Danforth,Commercial Residential
1613,DANFORTH RD AT GLENSHEPHARD DR EAST WEST SIDE,Scarborough Southwest,Residential Detached
1614,PARKSIDE DR AT THE QUEENSWAY NORTH SIDE,Parkdale-High Park,Residential
1615,BATHURST ST AT LAURELCREST AVE,York Centre,Residential Multiple
1616,DUNDAS ST WEST AT GLADSTONE AVE,Davenport,Commercial Residential
1617,CLIFF ST AT CORDELLA AVE,York South-Weston,Residential Multiple
1618,STAINES RD AT WARBLER CIR,Scarborough-Rouge Park,Open Space Natural
1619,PHARMACY AVE AT DONSIDE DR NORTH SIDE,Scarborough Southwest,Residential Detached
1620,ISLINGTON AVE AT THE KINGSWAY NORTH SIDE,Etobicoke Centre,Open Space Golf Course
1621,BAYVIEW AVE AT YORK MILLS RD,Don Valley West,Open Space Recreation
1622,CARLTON ST AT PARLIAMENT ST,Toronto Centre,Commercial Residential
1623,GLENCAIRN STATION,Eglinton-Lawrence,Utility and Transportation
1624,HIGHVIEW AVE AT SOUTH EDGELY AVE,Scarborough Southwest,Residential Detached
1625,MILNER AVE AT EXECUTIVE CRT,Scarborough North,Employment Industrial
1626,OPPOSITE 580 RATHBURN RD (SENECA SCHOOL),Etobicoke Centre,Residential Townhouse
1627,BURNHAMTHORPE RD AT ASHBOURNE DR,Etobicoke Centre,Residential Detached
1628,BIRCHMOUNT RD AT CASS AVE,Scarborough-Agincourt,Institutional Place of Worship
1629,THE EAST MALL AT KEANE AVE NORTH SIDE,Etobicoke Centre,not_defined
1630,BAY ST AT DAVENPORT RD,University-Rosedale,Commercial Residential
1631,CALEDONIA RD AT GLENCAIRN AVE,Eglinton-Lawrence,Residential Detached
1632,ST CLAIR AVE EAST AT PHARMACY AVE WEST SIDE,Scarborough Southwest,Residential Detached
1633,MCCOWAN RD AT FINCH AVE EAST,Scarborough North,not_defined
1634,DUNDAS ST WEST AT CHESTNUT HILLS CRES,Etobicoke Centre,Residential Detached
1635,SHEPPARD AVE WEST AT DUFFERIN ST (SHEPPARD WEST STATION),York Centre,Commercial Residential
1636,115 MILNER AVE,Scarborough North,Employment Industrial
1637,MURISON BLVD AT BRECKON GATE,Scarborough-Rouge Park,Residential Multiple
1638,DUNDAS ST WEST AT BEVERLEY ST,University-Rosedale,Residential
1639,THE ESPLANADE AT LOWER SHERBOURNE ST,Toronto Centre,Commercial Residential
1640,RATHBURN RD AT REMINGTON DR,Etobicoke Centre,not_defined
1641,BATHURST ST AT WILSON AVE,York Centre,not_defined
1642,ROYAL YORK RD AT THOMPSON AVE,Etobicoke-Lakeshore,Residential Detached
1643,OPPOSITE 68 RAILSIDE RD,Don Valley East,Employment Industrial
1644,DANFORTH AVE AT JONES AVE,Toronto-Danforth,Commercial Residential
1645,PHARMACY AVE AT LAWRENCE AVE EAST,Scarborough Centre,Commercial Residential
1646,BATHURST ST AT FORT YORK BLVD,Spadina-Fort York,not_defined
1647,RATHBURN RD AT HALIBURTON AVE,Etobicoke Centre,Residential Detached
1648,KIPLING AVE AT FINCH AVE WEST,Etobicoke North,Commercial Residential
1649,LAMBTON AVE AT GUESTVILLE AVE,York South-Weston,Residential Multiple
1650,GRAYDON HALL DR AT DON MILLS RD,Don Valley East,not_defined
1651,SYMINGTON AVE AT ANTLER ST,Davenport,Residential
1652,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,Etobicoke North,Employment Industrial
1653,BATHURST ST AT ARDMORE RD SOUTH SIDE,Toronto-St. Paul's,Residential Multiple
1654,WELLESLEY ST EAST AT CHURCH ST,Toronto Centre,Commercial Residential
1655,715 MILNER AVE (HONDA PLANT-EAST ENTRANCE),Scarborough-Rouge Park,not_defined
1656,UNDERHILL DR AT DOONAREE DR SOUTH SIDE,Don Valley East,Residential Multiple
1657,FINCH AVE EAST AT BRIDLETOWNE CIRCLE (EAST),Scarborough-Agincourt,Commercial Residential
1658,ST CLAIR AVE WEST AT HOUNSLOW HEATH RD,Davenport,not_defined
1659,ANGLESEY BLVD AT ROYAL YORK RD,Etobicoke Centre,Residential Multiple
1660,CARLUKE CRES AT FIFESHIRE RD (EAST) WEST SIDE,Don Valley West,Residential Apartment
1661,1121 LESLIE ST,Don Valley East,not_defined
1662,BLOOR ST WEST AT JACKSON AVE,Etobicoke-Lakeshore,not_defined
1663,BLOOR ST WEST AT PALMERSTON BLVD,University-Rosedale,Commercial Residential
1664,DON MILLS RD AT CLIFFWOOD RD (SOUTH),Don Valley North,Residential Detached
1665,BROOKBANKS DR AT VALLEY WOODS RD,Don Valley East,Residential Apartment
1666,WOODBINE AVE AT MILVERTON BLVD,Beaches-East York,Residential Semi-Detached
1667,DAVENPORT RD AT LIGHTBOURN AVE,Davenport,Residential
1668,ISLINGTON AVE AT DUNCANWOODS DR NORTH SIDE,Humber River-Black Creek,Residential Multiple
1669,DAVENPORT RD AT AVENUE RD,University-Rosedale,Commercial Residential
1670,MCNICOLL AVE AT MOGUL DR,Don Valley North,Residential Detached
1671,CROSBY AVE AT VARSITY RD,Parkdale-High Park,Residential Semi-Detached
1672,WARDEN AVE AT CLOVERLEAF GATE,Scarborough-Agincourt,Residential Detached
1673,KEELE ST AT ARROWSMITH AVE,York South-Weston,Residential Multiple
1674,DANFORTH AVE AT AUGUST AVE,Scarborough Southwest,Commercial Residential
1675,MCNICOLL AVE AT MORBANK DR,Scarborough-Agincourt,Residential Detached
1676,101 DUNCAN MILL RD,Don Valley East,not_defined
1677,BAYVIEW AVE AT MCKEE AVE,Willowdale,Residential Detached
1678,THE WESTWAY AT ISLINGTON AVE,Etobicoke Centre,Commercial Local
1679,BIRCHMOUNT RD AT HUNTINGWOOD DR,Scarborough-Agincourt,Institutional Place of Worship
1680,CALVINGTON DR AT LEXFIELD AVE,York Centre,Residential Detached
1681,MIDLAND AVE AT LAWRENCE AVE EAST,Scarborough Centre,Commercial Residential
1682,ROYAL YORK RD AT KINGSGROVE BLVD,Etobicoke-Lakeshore,Residential Detached
1683,ST CLAIR AVE EAST AT HODDER ST,Beaches-East York,Residential Detached
1684,DUNDAS ST WEST AT DOVERCOURT RD,Davenport,Commercial Residential
1685,MORTIMER AVE AT DEWHURST BLVD,Toronto-Danforth,Residential Semi-Detached
1686,MAYBROOK DR AT PASSMORE AVE,Scarborough North,Employment Industrial
1687,KENNEDY RD AT FLORA DR,Scarborough Centre,Residential Detached
1688,MORTIMER AVE AT DUNKIRK RD,Beaches-East York,Open Space
1689,DUFFERIN ST AT KING ST WEST,Spadina-Fort York,not_defined
1690,RUNNYMEDE RD AT ST JOHNS RD,Parkdale-High Park,Residential
1691,BELLAMY RD NORTH AT PANDORA CIR,Scarborough-Guildwood,Residential Detached
1692,LAWRENCE AVE EAST AT CENTENNIAL RD,Scarborough-Rouge Park,Residential Detached
1693,YONGE ST AT KING ST EAST (KING STATION),Toronto Centre,Commercial Residential
1694,CALEDONIA RD AT ORFUS RD,Eglinton-Lawrence,not_defined
1695,2050 MCCOWAN RD,Scarborough North,not_defined
1696,241 WOODSWORTH RD,Don Valley West,Residential Multiple
1697,ROYAL YORK RD AT COBBLE HILLS,Etobicoke Centre,Residential Detached
1698,LAWRENCE AVE EAST AT MEGAN AVE,Scarborough-Rouge Park,Residential Detached
1699,DUNDAS ST WEST AT RUNNYMEDE RD,Parkdale-High Park,Commercial Residential
1700,VICTORIA PARK AVE AT DANFORTH AVE,Scarborough Southwest,Commercial Residential
1701,WESTON RD AT WILBY CRES,York South-Weston,not_defined
1702,KING ST WEST AT TECUMSETH ST,Spadina-Fort York,not_defined
1703,30 DREWRY AVE,Willowdale,Residential Apartment
1704,ISLINGTON AVE AT EVANS AVE,Etobicoke-Lakeshore,Employment Industrial
1705,4500 SHEPPARD AVE EAST,Scarborough North,Employment Industrial
1706,ATKINSON RD AT SPRING GATE BLVD SOUTH SIDE,outside_wards,not_defined
1707,ALBION RD AT BENSTROW AVE,Etobicoke North,Residential Detached
1708,949 WILSON AVE,York Centre,Employment Industrial
1709,SHEPPARD AVE EAST AT MORNINGSIDE AVE WEST SIDE,Scarborough-Rouge Park,Open Space Recreation
1710,2950 MIDLAND AVE,Scarborough-Agincourt,Institutional Place of Worship
1711,VICTORIA PARK AVE AT DEANVAR AVE,Scarborough Centre,Residential Detached
1712,KING ST WEST AT STRACHAN AVE,Spadina-Fort York,Commercial Residential
1713,BIRCHMOUNT RD AT GLENDOWER CIRCT (SOUTH),Scarborough-Agincourt,Residential Detached
1714,ISLINGTON AVE AT VAN DUSEN BLVD,Etobicoke-Lakeshore,Residential Detached
1715,MCCOWAN RD AT MCNICOLL AVE,Scarborough North,Utility and Transportation
1716,BLOOR ST WEST AT LAUREL AVE,Etobicoke Centre,Residential Detached
1717,STEELES AVE WEST AT GIHON SPRING DR,outside_wards,not_defined
1718,YONGE ST AT RANLEIGH AVE,Eglinton-Lawrence,Commercial Residential
1719,CALEDONIA RD AT PLAYFAIR AVE,Eglinton-Lawrence,Residential Detached
1720,ELLESMERE RD AT MCCOWAN RD,Scarborough Centre,not_defined
1721,HUNTINGWOOD DR AT COLINAYRE CRES,Scarborough-Agincourt,Residential Detached
1722,KEELE ST AT ST REGIS CRES,Humber River-Black Creek,not_defined
1723,WILSON AVE AT LEXFIELD AVE WEST SIDE,York Centre,Residential Multiple
1724,CLAYSON RD AT BARTOR RD,Humber River-Black Creek,Employment Heavy Industrial
1725,87 SKYWAY AVE,Etobicoke North,Employment Industrial Office
1726,THE QUEENSWAY AT ROYAL YORK RD,Etobicoke-Lakeshore,not_defined
1727,BAY ST AT ADELAIDE ST WEST NORTH SIDE,Toronto Centre,Commercial Residential
1728,EGLINTON AVE WEST AT WESTOVER HILL RD,Toronto-St. Paul's,Commercial Residential
1729,2278 BRIMLEY RD,Scarborough North,Open Space Natural
1730,BELLAMY RD NORTH AT EASTPARK BLVD,Scarborough-Guildwood,Residential Detached
1731,PARLIAMENT ST AT GERRARD ST EAST,Toronto Centre,not_defined
1732,154 NORFINCH DR,Humber River-Black Creek,Employment Industrial
1733,BRIMLEY RD AT GOLDEN GATE CRT,Scarborough Centre,not_defined
1734,WILLOWDALE AVE AT SHEPPARD AVE EAST,Willowdale,Commercial Residential
1735,DRIFTWOOD AVE AT LASKAY CRES,Humber River-Black Creek,Residential Detached
1736,O'CONNOR DR AT ST CLAIR AVE EAST,Beaches-East York,Commercial Residential
1737,JANE ST AT ALLIANCE AVE,York South-Weston,Residential Apartment
1738,WILMINGTON AVE AT CAVOTTI CRES,York Centre,Residential Detached
1739,AVENUE RD AT DAVENPORT RD,University-Rosedale,not_defined
1740,BATHURST ST AT FAIRLAWN AVE,Eglinton-Lawrence,Residential Apartment
1741,DANFORTH AVE AT GLEBEMOUNT AVE,Beaches-East York,Commercial Residential
1742,DUFFERIN ST AT HOPE ST,Davenport,Residential
1743,VAN HORNE AVE AT DON MILLS RD EAST SIDE,Don Valley North,Residential Apartment Commercial
1744,LAWRENCE AVE EAST AT VICTORIA PARK AVE EAST SIDE,Scarborough Centre,Commercial Residential
1745,SHEPPARD AVE EAST AT WILLOWDALE AVE,Willowdale,Commercial Residential
1746,PARLIAMENT ST AT QUEEN ST EAST,Toronto Centre,Commercial Residential
1747,OSSINGTON AVE AT PENDRITH ST,Davenport,Residential
1748,OPPOSITE 715 MILNER AVE (HONDA PLANT-WEST ENTRANCE),Scarborough-Rouge Park,Residential Townhouse
1749,DUNCAN MILL RD AT DON MILLS RD,Don Valley East,Open Space Natural
1750,BLOOR ST WEST AT RESURRECTION RD,Etobicoke-Lakeshore,not_defined
1751,1901 EGLINTON AVE EAST,Scarborough Southwest,not_defined
1752,DAVEAN DR AT DUNLACE DR,Don Valley West,Residential Detached
1753,KIPLING AVE AT ST ANDREWS BLVD SOUTH SIDE,Etobicoke North,Residential Detached
1754,MORTIMER AVE AT GLEBEMOUNT AVE,Beaches-East York,Residential Semi-Detached
1755,LAWRENCE AVE EAST AT TOWNLEY AVE EAST SIDE,Scarborough Centre,Commercial Residential
1756,THORNCLIFFE PARK DR EAST AT OVERLEA BLVD NORTH SIDE,Don Valley West,not_defined
1757,STEELES AVE WEST AT ISLINGTON AVE EAST SIDE,Humber River-Black Creek,Commercial Residential
1758,SHEFFIELD ST AT HAFIS RD NORTH SIDE,York South-Weston,Employment Industrial
1759,BIRCHMOUNT RD AT MERRYFIELD DR,Scarborough Centre,Residential Detached
1760,VICTORIA PARK AVE AT PARMA CRT SOUTH SIDE,Beaches-East York,Residential Semi-Detached
1761,WESTON RD AT YORK AVE NORTH SIDE,York South-Weston,not_defined
1762,NEILSON RD AT MILNER AVE,Scarborough North,Residential Detached
1763,ROGERS RD AT SILVERTHORN AVE,Davenport,Commercial Residential
1764,BIRCHMOUNT RD AT ELLESMERE RD,Scarborough Centre,not_defined
1765,KINGSTON RD AT WARDEN AVE,Scarborough Southwest,not_defined
1766,MOORE PARK AVE AT YONGE ST WEST SIDE,Willowdale,Residential Apartment
1767,ST CLAIR AVE EAST AT DORIS DR,Beaches-East York,Open Space Natural
1768,JANE ST AT WESTON RD,York South-Weston,Commercial Residential
1769,BRIMLEY RD AT MINERVA AVE,Scarborough Southwest,Open Space Cemetery
1770,BROWN'S LINE AT LAKE SHORE BLVD WEST NORTH SIDE,Etobicoke-Lakeshore,not_defined
1771,190 RAILSIDE RD,Don Valley East,Employment Industrial
1772,STEELES AVE WEST AT NEW WESTMINSTER DR,York Centre,Residential Townhouse
1773,EGLINTON AVE WEST AT CHILTERN HILL RD,Toronto-St. Paul's,not_defined
1774,BEECHGROVE DR AT JANELLAN TER,Scarborough-Rouge Park,Residential Detached
1775,BALDOON RD AT FINCH AVE EAST SOUTH SIDE,Scarborough North,Commercial Local
1776,DANFORTH RD AT ST CLAIR AVE EAST,Scarborough Southwest,not_defined
1777,SHEPPARD AVE EAST AT CLAIRTRELL RD,Willowdale,Residential Apartment
1778,3800 YONGE ST,Eglinton-Lawrence,Residential Apartment
1779,FINCH AVE WEST AT ALBION RD,Etobicoke North,Residential Townhouse
1780,FINCH AVE EAST AT CHARTLAND BLVD SOUTH,Scarborough North,Residential Detached
1781,MARKHAM RD AT ORCHID PLACE DR,Scarborough North,not_defined
1782,HUNTINGWOOD DR AT BATTERSWOOD DR,Scarborough-Agincourt,Residential Detached
1783,DAVENPORT RD AT OSLER ST,Davenport,Residential
1784,MCCOWAN RD AT PROGRESS AVE NORTH SIDE,Scarborough-Guildwood,not_defined
1785,ORMONT DR AT WESTON RD,Humber River-Black Creek,Employment Heavy Industrial
1786,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,Scarborough Southwest,not_defined
1787,PORT UNION RD AT CONFERENCE BLVD,Scarborough-Rouge Park,Residential Detached
1788,SHEPPARD AVE EAST AT DUDLEY AVE,Willowdale,not_defined
1789,29 VALLEY WOODS RD,Don Valley East,Residential Apartment
1790,PRITCHARD AVE AT BATAVIA AVE,York South-Weston,Residential Multiple
1791,OAKDALE RD AT EDDYSTONE AVE,Humber River-Black Creek,Employment Industrial
1792,MORNINGSIDE AVE AT GUILDWOOD PKWY,Scarborough-Guildwood,Residential Detached
1793,MORNINGSIDE AVE AT WINDERMERE AVE,Parkdale-High Park,Residential
1794,BLOOR ST WEST AT GREEN LANES EAST SIDE,Etobicoke-Lakeshore,not_defined
1795,SHERBOURNE ST AT SHUTER ST,Toronto Centre,Residential
1796,4640 FINCH AVE EAST,Scarborough North,not_defined
1797,BAYVIEW AVE AT FIFE RD,Don Valley West,Open Space
1798,FAYWOOD BLVD AT DRESDEN RD,York Centre,Residential Detached
1799,CARRIER DR AT ALBION RD,Etobicoke North,Employment Industrial
1800,VICTORIA PARK AVE AT HUNTINGWOOD DR,Scarborough-Agincourt,not_defined
1801,BANNATYNE DR AT BEAVERHALL DR,Don Valley West,Residential Detached
1802,BLOOR ST WEST AT OSSINGTON AVE,Davenport,Commercial Residential
1803,WYNFORD DR AT GARAMOND CRT WEST SIDE,Don Valley East,not_defined
1804,HUPFIELD TRAIL AT LADY BOWER CRES (SOUTH) NORTH SIDE,Scarborough-Rouge Park,not_defined
1805,ROYAL YORK RD AT ASHLEY PARK RD (NORTH) NORTH SIDE,Etobicoke Centre,Residential Detached
1806,JANE ST AT SHEPPARD AVE WEST,Humber River-Black Creek,Commercial Residential
1807,COLLEGE ST AT CRAWFORD ST,University-Rosedale,Commercial Residential
1808,LANSDOWNE AVE AT WALLACE AVE,Davenport,Commercial Residential
1809,RAILSIDE RD (EAST) AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley East,not_defined
1810,FINCH AVE EAST AT MAXOME AVE EAST SIDE,Willowdale,not_defined
1811,DANFORTH RD AT TRUDELLE ST,Scarborough Centre,Residential Apartment Commercial
1812,FINCH AVE EAST AT SKYMARK DR,Don Valley North,not_defined
1813,BIRCHMOUNT RD AT SHEPPARD AVE EAST,Scarborough-Agincourt,not_defined
1814,KENNEDY RD AT STEELES AVE EAST,Scarborough-Agincourt,not_defined
1815,CULFORD RD AT LAWRENCE AVE WEST NORTH SIDE,York South-Weston,Residential Apartment
1816,WARDEN AVE AT BERTRAND AVE,Scarborough Centre,not_defined
1817,CHURCH ST AT GEORGE ST,York South-Weston,Residential Apartment
1818,O'CONNOR DR AT GLENWOOD CRES WEST SIDE,Beaches-East York,Residential Detached
1819,THE QUEENSWAY AT GRAND AVE,Etobicoke-Lakeshore,not_defined
1820,KIPLING AVE AT JOHN GARLAND BLVD,Etobicoke North,Residential Detached
1821,ROYAL YORK RD AT CONEY RD NORTH SIDE,Etobicoke-Lakeshore,not_defined
1822,WARDEN AVE AT OPPOSITE WALKWAY TO SEAGRAVE CRES,Scarborough-Agincourt,Residential Semi-Detached
1823,DIXON RD AT ATTWELL DR,Etobicoke North,Employment Industrial Office
1824,BLOOR ST WEST AT MARKLAND DR (EAST),Etobicoke Centre,Residential Detached
1825,MCNICOLL AVE AT TIFFIELD RD EAST SIDE,Scarborough North,Employment Heavy Industrial
1826,BAYVIEW AVE AT LAWRENCE AVE EAST (YORK U GLENDON CAMPUS),Don Valley West,Residential Detached
1827,NORTH YORK GENERAL HOSPITAL - MAIN ENTRANCE,Don Valley North,Institutional Hospital
1828,MORNINGSIDE AVE AT TEFFT RD,Scarborough-Rouge Park,not_defined
1829,GREENWIN VILLAGE RD AT ELISE TER (WEST),Willowdale,Residential Apartment
1830,EGLINTON AVE WEST AT KIPLING AVE,Etobicoke Centre,not_defined
1831,ST CLAIR AVE EAST AT GIDLEY RD,Scarborough Southwest,Residential Detached
1832,LAWRENCE AVE EAST AT RONAN AVE,Don Valley West,Residential Detached
1833,KIPLING AVE AT HOLYWELL DR,Etobicoke Centre,Residential Detached
1834,KINGSTON RD AT FALLINGBROOK RD,Scarborough Southwest,not_defined
1835,MIDLAND AVE AT HAGLEY RD,Scarborough Southwest,Residential Semi-Detached
1836,FINCH AVE EAST AT SANDHURST CIR (WEST),Scarborough North,not_defined
1837,BAYVIEW AVE AT BROADWAY AVE NORTH SIDE,Don Valley West,Residential Detached
1838,OPPOSITE 125 THE QUEENSWAY,Etobicoke-Lakeshore,Utility and Transportation
1839,BAYVIEW AVE AT KILGOUR RD NORTH SIDE (CNIB),Don Valley West,not_defined
1840,AIRPORT RD AT HIGHWAY 427 OVERPASS WEST SIDE,outside_wards,not_defined
1841,VICTORIA PARK AVE AT GERRARD ST EAST,Beaches-East York,Commercial Residential
1842,VICTORIA PARK AVE AT MCNICOLL AVE,Don Valley North,not_defined
1843,MARTIN GROVE RD AT TOLLINGTON RD,Etobicoke Centre,Residential Detached
1844,CACTUS AVE AT HOMEWOOD AVE,Willowdale,Residential Detached
1845,2265 MIDLAND AVE,Scarborough Centre,Employment Industrial
1846,SHEPPARD AVE EAST AT WARDEN AVE,Scarborough-Agincourt,not_defined
1847,GERRARD ST EAST AT SACKVILLE ST,Toronto Centre,Residential
1848,1180 ALBION RD,Etobicoke North,Commercial Residential
1849,FINCH AVE EAST AT TAPSCOTT RD,Scarborough North,Employment Industrial
1850,PRINCE EDWARD DR SOUTH AT KIRK BRADDEN RD EAST,Etobicoke-Lakeshore,Residential Detached
1851,SCARLETT RD AT RICHVIEW RD NORTH SIDE,Etobicoke Centre,Open Space Natural
1852,PHARMACY AVE AT HUNTINGDALE BLVD,Scarborough-Agincourt,Commercial Local
1853,GERRARD ST EAST AT WOODBINE AVE,Beaches-East York,Commercial Residential
1854,DAWES RD AT SECORD AVE,Beaches-East York,Residential Detached
1855,VICTORIA PARK AVE AT WAKEHOOD ST SOUTH SIDE,Beaches-East York,Commercial Residential
1856,WILSON HEIGHTS BLVD AT BRIGHTON AVE,York Centre,Residential Detached
1857,BIRCHMOUNT RD AT STEELES AVE EAST NORTH SIDE,outside_wards,not_defined
1858,DAVENPORT RD AT LAUGHTON AVE,Davenport,Residential
1859,SHEPPARD AVE EAST AT RAINBOW RIDGE AVE,Scarborough-Rouge Park,Residential Detached
